id,src,tags,svgPath,filename,length,composition,startTime,endTime,setPath
,"/Clips/Bach Mov 5 v2_[2L, T, MIX]_[6,16,312]_[6,17,469] [2021-09-26 124548].wav","T,MIX,T,BACH,TONE,UL,2L","M0, 15C3.9813333333333336,18.166666666666668 11.944,32.333333333333336 23.888,34C35.832,35.666666666666664 55.73866666666667,25 71.664,25C87.58933333333334,25 107.496,33.833333333333336 119.44,34C131.384,34.166666666666664 135.36533333333335,25.5 143.328,26C151.29066666666668,26.5 155.27199999999996,37.833333333333336 167.21599999999998,37C179.15999999999997,36.166666666666664 207.0293333333333,30.666666666666668 214.992,21C222.95466666666667,11.333333333333334 222.95466666666667,-11.333333333333334 214.992,-21C207.0293333333333,-30.666666666666668 179.15999999999997,-36.166666666666664 167.21599999999998,-37C155.27199999999996,-37.833333333333336 151.29066666666665,-26.5 143.328,-26C135.36533333333333,-25.5 131.384,-34.166666666666664 119.44,-34C107.496,-33.833333333333336 87.58933333333333,-25 71.664,-25C55.73866666666667,-25 35.832,-35.666666666666664 23.888,-34C11.944,-32.333333333333336 3.9813333333333336,-23.166666666666668 0,-15C-3.9813333333333336,-6.833333333333333 0,15 0,15C0,20 0,15 0,15","Bach Mov 5 v2_[2L, T, MIX]_[6,16,312]_[6,17,469] [2021-09-26 124548].wav",1.1562585034013606,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[3L, MIX, FL, T]_[10,50,379]_[10,53,312] [2021-09-26 124553].wav","T,MIX,TONE,T,3L,BACH,FL,UL","M0, 17C22.616,18.833333333333332 105.54133333333333,27.5 135.696,28C165.85066666666665,28.5 150.7733333333333,21.5 180.928,20C211.08266666666665,18.5 286.4693333333333,17.166666666666668 316.62399999999997,19C346.7786666666666,20.833333333333332 346.7786666666666,30.5 361.856,31C376.93333333333334,31.5 399.5493333333333,30.833333333333332 407.088,22C414.6266666666668,13.166666666666666 414.6266666666667,-13.166666666666666 407.088,-22C399.5493333333334,-30.833333333333332 376.9333333333334,-31.5 361.856,-31C346.77866666666665,-30.5 346.7786666666666,-20.833333333333332 316.62399999999997,-19C286.4693333333333,-17.166666666666668 211.08266666666668,-18.5 180.928,-20C150.77333333333334,-21.5 165.85066666666665,-28.5 135.696,-28C105.54133333333333,-27.5 22.616,-24.5 0,-17C-22.616,-9.5 0,17 0,17C0,22.666666666666668 0,17 0,17","Bach Mov 5 v2_[3L, MIX, FL, T]_[10,50,379]_[10,53,312] [2021-09-26 124553].wav",2.933628117913832,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[3L, MIX, T, C]_[4,52,719]_[4,53,969] [2021-09-26 124547].wav","T,MIX,TONE,C,T,3L,BACH,UL","M0, 14C16.672,15 79.19200000000001,19.833333333333332 100.032,20C120.872,20.166666666666668 116.70400000000001,14.666666666666666 125.03999999999999,15C133.376,15.333333333333334 137.54399999999995,22 150.04799999999997,22C162.55199999999996,22 187.56000000000003,15.333333333333334 200.064,15C212.56799999999998,14.666666666666666 220.904,25.833333333333332 225.072,20C229.24,14.166666666666666 229.23999999999998,-14.166666666666666 225.072,-20C220.90400000000002,-25.833333333333332 212.568,-14.666666666666666 200.064,-15C187.55999999999997,-15.333333333333334 162.552,-22 150.04799999999997,-22C137.54399999999995,-22 133.376,-15.333333333333334 125.03999999999999,-15C116.70400000000001,-14.666666666666666 116.704,-19.5 100.032,-20C83.36,-20.5 41.68,-19 25.008,-18C8.336,-17 4.168,-19.333333333333332 0,-14C-4.168,-8.666666666666666 0,14 0,14C0,18.666666666666668 0,14 0,14","Bach Mov 5 v2_[3L, MIX, T, C]_[4,52,719]_[4,53,969] [2021-09-26 124547].wav",1.2500226757369615,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[3L, MIX, T, FL, C]_[4,34,687]_[4,36,0] [2021-09-26 124547].wav","T,MIX,TONE,C,T,3L,BACH,FL,UL","M0, 15C4.296,15.5 17.184,18.666666666666668 25.776,18C34.368,17.333333333333332 38.66400000000001,10.166666666666666 51.552,11C64.44,11.833333333333334 90.21600000000001,22.666666666666668 103.104,23C115.992,23.333333333333332 111.69600000000001,14.5 128.88,13C146.064,11.5 189.02400000000003,10.333333333333334 206.208,14C223.39199999999997,17.666666666666668 227.68800000000002,43.166666666666664 231.984,35C236.27999999999997,26.833333333333332 236.27999999999997,-26.833333333333332 231.984,-35C227.68800000000002,-43.166666666666664 223.39199999999997,-17.666666666666668 206.208,-14C189.024,-10.333333333333334 146.064,-11.5 128.88,-13C111.69600000000001,-14.5 115.992,-23.333333333333332 103.104,-23C90.21600000000001,-22.666666666666668 64.44,-11.833333333333334 51.552,-11C38.66400000000001,-10.166666666666666 34.368,-17.333333333333332 25.776,-18C17.184,-18.666666666666668 4.296,-20.5 0,-15C-4.296,-9.5 0,15 0,15C0,20 0,15 0,15","Bach Mov 5 v2_[3L, MIX, T, FL, C]_[4,34,687]_[4,36,0] [2021-09-26 124547].wav",1.312517006802721,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[3L, T, FL, MR]_[9,24,0]_[9,25,344] [2021-09-26 124552].wav","T,TONE,T,3L,BACH,MR,FL,UL","M0, 30C13.064,30.666666666666668 56.61066666666667,36.166666666666664 78.384,34C100.15733333333333,31.833333333333332 117.57600000000002,19.833333333333332 130.64000000000001,17C143.70400000000004,14.166666666666666 148.05866666666668,15.333333333333334 156.768,17C165.47733333333335,18.666666666666668 169.83200000000002,25.833333333333332 182.89600000000002,27C195.96000000000004,28.166666666666668 226.4426666666667,32.5 235.15200000000004,24C243.8613333333334,15.5 243.8613333333334,-15.5 235.15200000000004,-24C226.4426666666667,-32.5 195.96000000000004,-28.166666666666668 182.89600000000002,-27C169.83200000000002,-25.833333333333332 165.47733333333332,-18.666666666666668 156.768,-17C148.05866666666665,-15.333333333333334 143.70400000000004,-14.166666666666666 130.64000000000001,-17C117.57600000000002,-19.833333333333332 100.15733333333333,-31.833333333333332 78.384,-34C56.61066666666667,-36.166666666666664 13.064,-40.666666666666664 0,-30C-13.064,-19.333333333333332 0,30 0,30C0,40 0,30 0,30","Bach Mov 5 v2_[3L, T, FL, MR]_[9,24,0]_[9,25,344] [2021-09-26 124552].wav",1.3437641723356009,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[3L, T, M, MR]_[10,22,500]_[10,24,187] [2021-09-26 124552].wav","T,TONE,T,3L,BACH,MR,M,UL","M0, 15C10.085333333333333,16.833333333333332 40.34133333333333,24.166666666666668 60.512,26C80.68266666666666,27.833333333333332 105.896,27.833333333333332 121.024,26C136.15200000000002,24.166666666666668 136.15200000000002,17.5 151.28,15C166.40800000000002,12.5 196.664,8.666666666666666 211.792,11C226.92,13.333333333333334 231.96266666666665,26.5 242.048,29C252.13333333333335,31.5 267.2613333333333,35.166666666666664 272.30400000000003,26C277.3466666666667,16.833333333333332 277.3466666666667,-16.833333333333332 272.30400000000003,-26C267.2613333333333,-35.166666666666664 252.13333333333335,-31.5 242.048,-29C231.96266666666665,-26.5 226.92,-13.333333333333334 211.792,-11C196.664,-8.666666666666666 166.408,-12.5 151.28,-15C136.15200000000002,-17.5 141.19466666666668,-24.833333333333332 121.024,-26C100.85333333333334,-27.166666666666668 50.42666666666667,-23.833333333333332 30.256,-22C10.085333333333333,-20.166666666666668 5.042666666666666,-21.166666666666668 0,-15C-5.042666666666666,-8.833333333333334 0,15 0,15C0,20 0,15 0,15","Bach Mov 5 v2_[3L, T, M, MR]_[10,22,500]_[10,24,187] [2021-09-26 124552].wav",1.6875056689342403,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[4L, M, LR, T]_[10,24,937]_[10,27,234] [2021-09-26 124552].wav","LR,T,TONE,T,4L,BACH,M,UL","M0, 14C31.320000000000004,15.333333333333334 150.33599999999998,22 187.92000000000002,22C225.504,22 206.71200000000002,15.166666666666666 225.50400000000002,14C244.29600000000002,12.833333333333334 281.88,15.333333333333334 300.672,15C319.46400000000006,14.666666666666666 331.992,16.5 338.25600000000003,12C344.52,7.5 357.048,-7.666666666666667 338.25600000000003,-12C319.464,-16.333333333333332 250.56000000000003,-12.333333333333334 225.50400000000002,-14C200.448,-15.666666666666666 225.504,-22 187.92000000000002,-22C150.33599999999998,-22 31.320000000000004,-20 0,-14C-31.320000000000004,-8 0,14 0,14C0,18.666666666666668 0,14 0,14","Bach Mov 5 v2_[4L, M, LR, T]_[10,24,937]_[10,27,234] [2021-09-26 124552].wav",2.296893424036281,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[4L, T, FL, MR, M]_[11,33,469]_[11,37,672] [2021-09-26 124553].wav","T,TONE,T,4L,BACH,MR,FL,M,UL","M0, 13C40.309333333333335,13 181.39199999999997,9.5 241.856,13C302.32,16.5 332.5519999999999,33.166666666666664 362.784,34C393.0159999999999,34.833333333333336 393.016,21.166666666666668 423.248,18C453.47999999999996,14.833333333333334 524.0213333333335,20.5 544.176,15C564.3306666666667,9.5 564.3306666666667,-9.5 544.176,-15C524.0213333333335,-20.5 453.47999999999996,-14.833333333333334 423.248,-18C393.016,-21.166666666666668 393.0159999999999,-34.833333333333336 362.784,-34C332.55199999999996,-33.166666666666664 302.32,-16.5 241.856,-13C181.39199999999997,-9.5 40.309333333333335,-17.333333333333332 0,-13C-40.309333333333335,-8.666666666666666 0,13 0,13C0,17.333333333333332 0,13 0,13","Bach Mov 5 v2_[4L, T, FL, MR, M]_[11,33,469]_[11,37,672] [2021-09-26 124553].wav",4.203151927437641,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[6L, T, FL, C, MIX]_[4,29,375]_[4,34,625] [2021-09-26 124547].wav","T,MIX,TONE,C,T,BACH,FL,UL,6L","M0, 12C12.168000000000001,13 12.168000000000006,17.833333333333332 73.00800000000001,18C133.848,18.166666666666668 304.2,11.833333333333334 365.04,13C425.8800000000001,14.166666666666666 413.712,24.333333333333332 438.048,25C462.384,25.666666666666668 486.71999999999997,17.666666666666668 511.056,17C535.3919999999999,16.333333333333332 559.7280000000001,21.666666666666668 584.0640000000001,21C608.4000000000001,20.333333333333332 644.904,18.666666666666668 657.072,13C669.2399999999999,7.333333333333333 693.576,-6.666666666666667 657.072,-13C620.5679999999999,-19.333333333333332 486.72,-25 438.048,-25C389.376,-25 425.8800000000001,-14.166666666666666 365.04,-13C304.20000000000005,-11.833333333333334 133.848,-18.166666666666668 73.00800000000001,-18C12.168000000000006,-17.833333333333332 12.168000000000001,-17 0,-12C-12.168000000000001,-7 0,12 0,12C0,16 0,12 0,12","Bach Mov 5 v2_[6L, T, FL, C, MIX]_[4,29,375]_[4,34,625] [2021-09-26 124547].wav",5.250022675736961,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[C, 2L, T, MIX]_[0,14,422]_[0,16,129] [2021-09-26 124542].wav","T,MIX,C,TONE,T,BACH,UL,2L","M0, 20C5.085333333333334,22.666666666666668 15.256,34.666666666666664 30.512,36C45.768,37.333333333333336 61.02400000000001,26.333333333333332 91.536,28C122.048,29.666666666666668 188.15733333333333,44 213.584,46C239.01066666666665,48 233.92533333333336,45.333333333333336 244.096,40C254.26666666666665,34.666666666666664 269.5226666666667,23 274.608,14C279.6933333333333,5 279.6933333333333,-5 274.608,-14C269.5226666666667,-23 254.26666666666665,-34.666666666666664 244.096,-40C233.92533333333336,-45.333333333333336 239.01066666666665,-48 213.584,-46C188.15733333333333,-44 122.048,-29.666666666666668 91.536,-28C61.024,-26.333333333333332 45.768,-37.333333333333336 30.512,-36C15.256,-34.666666666666664 5.085333333333334,-29.333333333333332 0,-20C-5.085333333333334,-10.666666666666666 0,20 0,20C0,26.666666666666668 0,20 0,20","Bach Mov 5 v2_[C, 2L, T, MIX]_[0,14,422]_[0,16,129] [2021-09-26 124542].wav",1.7070521541950114,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[C, LT, LR, 2L]_[0,22,906]_[0,24,680] [2021-09-26 124543].wav","LR,T,C,TONE,BACH,LT,UL,2L","M0, 12C26.093333333333334,14.166666666666666 125.248,22.666666666666668 156.56,25C187.87199999999999,27.333333333333332 172.21599999999998,27.833333333333332 187.87199999999999,26C203.52800000000002,24.166666666666668 234.84000000000003,14.666666666666666 250.496,14C266.152,13.333333333333334 276.58933333333334,28 281.808,22C287.02666666666664,16 287.02666666666664,-16 281.808,-22C276.58933333333334,-28 266.152,-13.333333333333334 250.496,-14C234.84000000000003,-14.666666666666666 224.4026666666667,-25.333333333333332 187.87199999999999,-26C151.34133333333332,-26.666666666666668 62.624,-20.333333333333332 31.312,-18C4.736951571734001e-15,-15.666666666666666 5.218666666666667,-17 0,-12C-5.218666666666667,-7 0,12 0,12C0,16 0,12 0,12","Bach Mov 5 v2_[C, LT, LR, 2L]_[0,22,906]_[0,24,680] [2021-09-26 124543].wav",1.773469387755102,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[C, MIX, T]_[0,18,469]_[0,19,492] [2021-09-26 124543].wav","T,MIX,T,C,BACH,TONE,UL","M0, 32C3.7146666666666666,30.166666666666668 14.85866666666667,21.333333333333332 22.288,21C29.717333333333332,20.666666666666668 37.146666666666675,28.833333333333332 44.576,30C52.00533333333333,31.166666666666668 59.434666666666665,25.666666666666668 66.86399999999999,28C74.29333333333332,30.333333333333332 81.72266666666668,41.333333333333336 89.152,44C96.58133333333335,46.666666666666664 100.296,47.5 111.44,44C122.58399999999999,40.5 141.15733333333336,27.666666666666668 156.016,23C170.87466666666668,18.333333333333332 193.1626666666667,22.5 200.592,16C208.02133333333336,9.5 208.02133333333336,-9.5 200.592,-16C193.1626666666667,-22.5 170.87466666666668,-18.333333333333332 156.016,-23C141.15733333333333,-27.666666666666668 122.58399999999999,-40.5 111.44,-44C100.296,-47.5 96.58133333333335,-46.666666666666664 89.152,-44C81.72266666666667,-41.333333333333336 74.29333333333332,-30.333333333333332 66.86399999999999,-28C59.434666666666665,-25.666666666666668 52.00533333333333,-31.166666666666668 44.576,-30C37.146666666666675,-28.833333333333332 29.717333333333332,-20.666666666666668 22.288,-21C14.85866666666667,-21.333333333333332 3.7146666666666666,-40.833333333333336 0,-32C-3.7146666666666666,-23.166666666666668 0,32 0,32C0,42.666666666666664 0,32 0,32","Bach Mov 5 v2_[C, MIX, T]_[0,18,469]_[0,19,492] [2021-09-26 124543].wav",1.023469387755102,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[C, MIX, T]_[6,17,500]_[6,18,719] [2021-09-26 124549].wav","T,MIX,T,C,BACH,TONE,UL","M0, 16C4.109333333333334,17.166666666666668 16.43733333333333,22.666666666666668 24.656000000000002,23C32.87466666666667,23.333333333333332 41.093333333333334,17.5 49.312000000000005,18C57.53066666666667,18.5 65.74933333333333,25.666666666666668 73.968,26C82.18666666666667,26.333333333333332 90.40533333333333,19.5 98.62400000000001,20C106.84266666666667,20.5 115.06133333333334,28 123.28,29C131.49866666666668,30 135.60799999999998,25 147.936,26C160.264,27 184.92,34.333333333333336 197.24800000000002,35C209.57600000000002,35.666666666666664 217.79466666666667,40.833333333333336 221.904,30C226.01333333333332,19.166666666666668 226.01333333333332,-19.166666666666668 221.904,-30C217.79466666666667,-40.833333333333336 209.57600000000002,-35.666666666666664 197.24800000000002,-35C184.92,-34.333333333333336 160.264,-27 147.936,-26C135.60799999999998,-25 131.49866666666668,-30 123.28,-29C115.06133333333334,-28 106.84266666666667,-20.5 98.62400000000001,-20C90.40533333333333,-19.5 82.18666666666667,-26.333333333333332 73.968,-26C65.74933333333333,-25.666666666666668 57.53066666666667,-18.5 49.312000000000005,-18C41.093333333333334,-17.5 32.87466666666667,-23.333333333333332 24.656000000000002,-23C16.43733333333333,-22.666666666666668 4.109333333333334,-22.5 0,-16C-4.109333333333334,-9.5 0,16 0,16C0,21.333333333333332 0,16 0,16","Bach Mov 5 v2_[C, MIX, T]_[6,17,500]_[6,18,719] [2021-09-26 124549].wav",1.2187528344671201,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[C, MR, T, FL, 3L]_[9,2,31]_[9,4,875] [2021-09-26 124551].wav","T,C,TONE,T,3L,BACH,MR,FL,UL","M0, 24C7.357333333333334,26.166666666666668 29.429333333333336,36 44.144000000000005,37C58.85866666666667,38 58.85866666666667,30.166666666666668 88.28800000000001,30C117.71733333333334,29.833333333333332 176.576,36.166666666666664 220.72,36C264.864,35.833333333333336 323.72266666666667,29 353.15200000000004,29C382.58133333333336,29 389.9386666666667,46.833333333333336 397.296,36C404.65333333333325,25.166666666666668 404.65333333333325,-25.166666666666668 397.296,-36C389.9386666666666,-46.833333333333336 382.58133333333336,-29 353.15200000000004,-29C323.7226666666667,-29 264.864,-35.833333333333336 220.72,-36C176.576,-36.166666666666664 117.71733333333334,-29.833333333333332 88.28800000000001,-30C58.85866666666667,-30.166666666666668 58.85866666666667,-38 44.144000000000005,-37C29.429333333333336,-36 7.357333333333334,-34.166666666666664 0,-24C-7.357333333333334,-13.833333333333334 0,24 0,24C0,32 0,24 0,24","Bach Mov 5 v2_[C, MR, T, FL, 3L]_[9,2,31]_[9,4,875] [2021-09-26 124551].wav",2.843764172335601,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[C, ST, T]_[1,1,47]_[1,1,828] [2021-09-26 124544].wav","T,T,BACH,C,TONE,UL,ST","M0, 19C3.2293333333333334,21.166666666666668 12.917333333333332,30.833333333333332 19.376,32C25.834666666666667,33.166666666666664 29.064000000000004,26.5 38.752,26C48.44,25.5 61.35733333333334,30.666666666666668 77.504,29C93.65066666666667,27.333333333333332 119.48533333333332,17.333333333333332 135.63199999999998,16C151.77866666666665,14.666666666666666 167.92533333333333,27.166666666666668 174.384,21C180.84266666666664,14.833333333333334 180.84266666666664,-14.833333333333334 174.384,-21C167.9253333333333,-27.166666666666668 151.77866666666665,-14.666666666666666 135.63199999999998,-16C119.48533333333332,-17.333333333333332 93.65066666666667,-27.333333333333332 77.504,-29C61.357333333333344,-30.666666666666668 48.440000000000005,-25.5 38.752,-26C29.063999999999997,-26.5 25.834666666666667,-33.166666666666664 19.376,-32C12.917333333333332,-30.833333333333332 3.2293333333333334,-27.5 0,-19C-3.2293333333333334,-10.5 0,19 0,19C0,25.333333333333332 0,19 0,19","Bach Mov 5 v2_[C, ST, T]_[1,1,47]_[1,1,828] [2021-09-26 124544].wav",0.7812698412698412,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[C, ST, T]_[1,2,500]_[1,3,500] [2021-09-26 124544].wav","T,T,BACH,C,TONE,UL,ST","M0, 22C14.666666666666666,23.833333333333332 58.666666666666664,33.166666666666664 88,33C117.33333333333333,32.833333333333336 157.66666666666666,24.5 176,21C194.33333333333334,17.5 194.33333333333334,17.5 198,12C201.66666666666666,6.5 212.66666666666666,-4.666666666666667 198,-12C183.33333333333334,-19.333333333333332 139.33333333333334,-29.333333333333332 110,-32C80.66666666666667,-34.666666666666664 40.333333333333336,-29.666666666666668 22,-28C3.6666666666666665,-26.333333333333332 3.6666666666666665,-30.333333333333332 0,-22C-3.6666666666666665,-13.666666666666666 0,22 0,22C0,29.333333333333332 0,22 0,22","Bach Mov 5 v2_[C, ST, T]_[1,2,500]_[1,3,500] [2021-09-26 124544].wav",1.0,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[FL, HR, T, UL]_[0,27,94]_[0,40,438] [2021-09-26 124543].wav","T,UL,TONE,T,FL,BACH,UL,HR","M0, 23C25.063999999999997,22.333333333333332 108.61066666666665,17 150.384,19C192.15733333333333,21 225.576,34.166666666666664 250.64,35C275.704,35.833333333333336 275.70399999999995,25.5 300.768,24C325.83199999999994,22.5 375.96000000000004,27.666666666666668 401.024,26C426.088,24.333333333333332 442.79733333333326,20.666666666666668 451.152,14C459.50666666666666,7.333333333333333 459.50666666666666,-7.333333333333333 451.152,-14C442.79733333333326,-20.666666666666668 417.7333333333334,-24.833333333333332 401.024,-26C384.31466666666665,-27.166666666666668 375.96,-19.5 350.89599999999996,-21C325.83199999999994,-22.5 284.0586666666666,-35.333333333333336 250.64,-35C217.22133333333332,-34.666666666666664 192.15733333333333,-21 150.384,-19C108.61066666666665,-17 25.063999999999997,-30 0,-23C-25.063999999999997,-16 0,23 0,23C0,30.666666666666668 0,23 0,23","Bach Mov 5 v2_[FL, HR, T, UL]_[0,27,94]_[0,40,438] [2021-09-26 124543].wav",3.343764172335601,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[FL, MR, 4L, T]_[2,28,391]_[2,30,0] [2021-09-26 124545].wav","T,TONE,4L,T,FL,BACH,MR,UL","M0, 18C9.776,17 43.992,11.333333333333334 58.656,12C73.32,12.666666666666666 73.32,21.666666666666668 87.984,22C102.64799999999998,22.333333333333332 127.08800000000001,12.666666666666666 146.64,14C166.19199999999998,15.333333333333334 185.74399999999994,28.333333333333332 205.29599999999996,30C224.84799999999998,31.666666666666668 254.17600000000002,33 263.952,24C273.728,15 273.728,-15 263.952,-24C254.17600000000002,-33 224.84799999999996,-31.666666666666668 205.29599999999996,-30C185.744,-28.333333333333332 166.19199999999998,-15.333333333333334 146.64,-14C127.08800000000001,-12.666666666666666 102.64800000000001,-22.333333333333332 87.984,-22C73.32000000000001,-21.666666666666668 73.32,-12.666666666666666 58.656,-12C43.992,-11.333333333333334 9.776,-23 0,-18C-9.776,-13 0,18 0,18C0,24 0,18 0,18","Bach Mov 5 v2_[FL, MR, 4L, T]_[2,28,391]_[2,30,0] [2021-09-26 124545].wav",1.6093877551020408,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[FL, T, MIX, 2L]_[2,43,562]_[2,45,312] [2021-09-26 124545].wav","T,MIX,TONE,T,FL,BACH,UL,2L","M0, 12C10.341333333333333,13.333333333333334 46.536,20 62.048,20C77.56,20 67.21866666666666,12 93.072,12C118.92533333333334,12 186.144,19.833333333333332 217.168,20C248.192,20.166666666666668 268.87466666666666,18.5 279.216,13C289.55733333333336,7.5 289.55733333333336,-7.5 279.216,-13C268.87466666666666,-18.5 248.192,-20.166666666666668 217.168,-20C186.144,-19.833333333333332 118.92533333333334,-12 93.072,-12C67.21866666666666,-12 77.56,-20 62.048,-20C46.536,-20 10.341333333333333,-17.333333333333332 0,-12C-10.341333333333333,-6.666666666666667 0,12 0,12C0,16 0,12 0,12","Bach Mov 5 v2_[FL, T, MIX, 2L]_[2,43,562]_[2,45,312] [2021-09-26 124545].wav",1.7500226757369615,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[HR, T, 2L, FL]_[5,47, 625]_[5,49,375] [2021-09-26 124548].wav","T,TONE,HR,T,BACH,FL,UL,2L","M0, 18C10.341333333333333,18.5 46.536,21.666666666666668 62.048,21C77.56,20.333333333333332 72.38933333333334,15.166666666666666 93.072,14C113.75466666666667,12.833333333333334 160.29066666666668,12.5 186.144,14C211.99733333333333,15.5 232.67999999999998,19.166666666666668 248.192,23C263.704,26.833333333333332 274.0453333333333,47 279.216,37C284.3866666666667,27 284.3866666666667,-27 279.216,-37C274.0453333333333,-47 263.704,-26.833333333333332 248.192,-23C232.68000000000004,-19.166666666666668 211.99733333333333,-15.5 186.144,-14C160.29066666666668,-12.5 113.75466666666667,-12.833333333333334 93.072,-14C72.38933333333334,-15.166666666666666 77.56,-20.333333333333332 62.048,-21C46.536,-21.666666666666668 10.341333333333333,-24.5 0,-18C-10.341333333333333,-11.5 0,18 0,18C0,24 0,18 0,18","Bach Mov 5 v2_[HR, T, 2L, FL]_[5,47, 625]_[5,49,375] [2021-09-26 124548].wav",1.7500226757369615,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LR, 2L, FL, T]_[6,56,125]_[6,56,168] [2021-09-26 124550].wav","T,TONE,T,BACH,FL,LR,UL,2L","M0, 14C11.514666666666669,16 23.02933333333333,25 69.08800000000001,26C115.14666666666669,27 236.05066666666667,19 276.35200000000003,20C316.65333333333336,21 305.13866666666667,40.666666666666664 310.896,32C316.65333333333336,23.333333333333332 316.65333333333336,-23.333333333333332 310.896,-32C305.1386666666667,-40.666666666666664 293.624,-22.333333333333332 276.35200000000003,-20C259.08,-17.666666666666668 241.808,-17 207.26399999999998,-18C172.71999999999994,-19 103.632,-26.666666666666668 69.08800000000001,-26C34.544000000000004,-25.333333333333332 11.514666666666669,-20.666666666666668 0,-14C-11.514666666666669,-7.333333333333333 0,14 0,14C0,18.666666666666668 0,14 0,14","Bach Mov 5 v2_[LR, 2L, FL, T]_[6,56,125]_[6,56,168] [2021-09-26 124550].wav",2.0429931972789115,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LT, MR, T]_[0,16,500]_[0,17,828] [2021-09-26 124542].wav","T,T,BACH,TONE,MR,LT,UL","M0, 27C12.984,28.5 51.936,36.833333333333336 77.904,36C103.872,35.166666666666664 138.496,22.833333333333332 155.808,22C173.12,21.166666666666668 168.792,29.166666666666668 181.77599999999998,31C194.76,32.833333333333336 225.05600000000004,43.666666666666664 233.71200000000002,33C242.36800000000002,22.333333333333332 242.36800000000002,-22.333333333333332 233.71200000000002,-33C225.05600000000004,-43.666666666666664 194.76,-32.833333333333336 181.77599999999998,-31C168.792,-29.166666666666668 173.12,-21.166666666666668 155.808,-22C138.496,-22.833333333333332 103.872,-35.166666666666664 77.904,-36C51.936,-36.833333333333336 12.984,-37.5 0,-27C-12.984,-16.5 0,27 0,27C0,36 0,27 0,27","Bach Mov 5 v2_[LT, MR, T]_[0,16,500]_[0,17,828] [2021-09-26 124542].wav",1.328140589569161,,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
